material,materialid,senaktivitet,nastaaktivitet
Städning,0,,
Metallförpackningar,3,2023-09-19T12:31:54,
Pappersförpackningar,5,2023-12-27T13:28:56,
Tidningar,13,,
Plastförpackningar,16,2023-12-13T07:43:52,
Ofärgade glasförpackningar,18,2023-10-10T08:15:50,
Färgade glasförpackningar,19,2023-10-10T08:15:50,
