material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-27T11:22:34,
Metallförpackningar,3,2023-11-01T14:57:57,
Pappersförpackningar,5,2023-12-30T09:24:16,2024-05-28T00:00:00
Tidningar,13,,
Plastförpackningar,16,2023-12-25T17:08:22,2024-05-27T00:00:00
Ofärgade glasförpackningar,18,2023-12-21T13:25:33,
Färgade glasförpackningar,19,2023-12-21T13:25:33,
