material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T11:45:56,
Metallförpackningar,3,2023-08-25T08:22:11,
Pappersförpackningar,5,2023-12-29T09:35:15,
Tidningar,13,,
Plastförpackningar,16,2023-12-26T11:01:07,
Ofärgade glasförpackningar,18,2023-12-05T19:36:11,
Färgade glasförpackningar,19,2023-12-05T19:36:11,
