material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T09:27:05,
Metallförpackningar,3,2023-12-20T21:10:03,
Pappersförpackningar,5,2023-12-30T08:17:27,
Tidningar,13,2023-12-20T21:10:03,
Plastförpackningar,16,2023-12-28T07:12:23,
Ofärgade glasförpackningar,18,2023-12-27T17:10:45,
Färgade glasförpackningar,19,2023-12-27T17:10:45,
