material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-28T09:23:51,
Metallförpackningar,3,2023-10-04T11:37:04,
Pappersförpackningar,5,2023-12-30T12:07:50,2024-06-04T00:00:00
Tidningar,13,,
Plastförpackningar,16,2023-12-28T16:56:50,2024-06-06T00:00:00
Ofärgade glasförpackningar,18,2023-11-27T09:13:11,
Färgade glasförpackningar,19,2023-11-27T09:13:11,
