material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T08:53:16,
Metallförpackningar,3,2023-12-27T18:17:48,
Pappersförpackningar,5,2023-12-31T09:36:09,
Tidningar,13,2023-12-29T10:17:21,
Plastförpackningar,16,2023-12-30T15:31:36,
Ofärgade glasförpackningar,18,2023-12-27T17:50:40,
Färgade glasförpackningar,19,2023-12-27T17:50:40,
