material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-09T11:28:09,2023-12-13T00:00:00
Metallförpackningar,3,2023-11-30T11:46:42,2023-12-27T00:00:00
Pappersförpackningar,5,2023-12-11T12:40:34,2023-12-15T00:00:00
Tidningar,13,,
Plastförpackningar,16,2023-12-11T12:40:34,2023-12-15T00:00:00
Ofärgade glasförpackningar,18,2023-11-29T12:44:31,
Färgade glasförpackningar,19,2023-11-29T12:44:31,
