material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T11:18:41,
Metallförpackningar,3,2023-12-27T07:48:48,
Pappersförpackningar,5,2023-12-28T17:40:47,2023-12-31T00:00:00
Tidningar,13,2023-12-28T12:30:33,
Plastförpackningar,16,2023-12-28T15:25:15,
Ofärgade glasförpackningar,18,2023-09-11T09:55:34,
Färgade glasförpackningar,19,2023-09-11T09:55:34,
