material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-19T08:28:20,2023-12-26T00:00:00
Metallförpackningar,3,2023-11-15T14:45:54,
Pappersförpackningar,5,2023-12-19T06:11:32,2023-12-22T00:00:00
Tidningar,13,2023-07-31T11:24:25,
Plastförpackningar,16,2023-12-21T08:14:44,2023-12-29T00:00:00
Ofärgade glasförpackningar,18,2023-11-29T09:00:16,
Färgade glasförpackningar,19,2023-11-29T09:00:16,
