material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-28T08:40:24,
Metallförpackningar,3,2023-12-20T11:08:12,
Pappersförpackningar,5,2023-12-31T11:54:29,
Tidningar,13,2023-12-29T08:10:32,
Plastförpackningar,16,2023-12-30T15:46:05,
Ofärgade glasförpackningar,18,2023-12-01T10:50:37,
Färgade glasförpackningar,19,2023-12-01T10:50:37,
