material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-18T09:47:12,2023-12-22T00:00:00
Metallförpackningar,3,2023-11-01T08:49:15,2023-12-27T00:00:00
Pappersförpackningar,5,2023-12-07T09:38:34,2023-12-21T00:00:00
Tidningar,13,2023-12-10T16:38:15,
Plastförpackningar,16,2023-12-20T10:37:01,2023-12-27T00:00:00
Ofärgade glasförpackningar,18,2023-10-17T15:19:12,
Färgade glasförpackningar,19,2023-10-17T15:19:12,
