material,materialid,senaktivitet,nastaaktivitet
Städning,0,,
Metallförpackningar,3,2023-12-21T14:16:53,
Pappersförpackningar,5,2023-12-31T09:54:18,
Tidningar,13,2023-12-29T07:07:07,
Plastförpackningar,16,2023-12-31T09:27:42,
Ofärgade glasförpackningar,18,2023-12-28T07:38:54,
Färgade glasförpackningar,19,2023-12-28T07:38:54,
