material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-22T11:19:27,2023-12-26T00:00:00
Metallförpackningar,3,2023-11-29T07:20:02,
Pappersförpackningar,5,2023-12-23T14:21:29,2023-12-26T00:00:00
Tidningar,13,,
Plastförpackningar,16,2023-12-25T10:34:57,
Ofärgade glasförpackningar,18,2023-11-28T11:18:55,
Färgade glasförpackningar,19,2023-11-28T11:18:55,
