material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-28T11:01:24,
Metallförpackningar,3,2023-11-07T12:21:02,
Pappersförpackningar,5,2023-12-27T11:00:01,2023-12-30T00:00:00
Tidningar,13,2023-10-19T20:14:39,
Plastförpackningar,16,2023-12-25T13:50:18,2023-12-29T00:00:00
Ofärgade glasförpackningar,18,2023-12-06T10:42:19,
Färgade glasförpackningar,19,2023-12-06T10:42:19,
