material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T14:43:38,
Metallförpackningar,3,2023-12-25T11:54:13,
Pappersförpackningar,5,2023-12-29T13:30:15,2023-12-30T00:00:00
Tidningar,13,2023-12-27T16:16:44,
Plastförpackningar,16,2023-12-29T14:02:30,2023-12-31T00:00:00
Ofärgade glasförpackningar,18,2023-12-29T08:09:41,
Färgade glasförpackningar,19,2023-12-29T08:09:41,
