material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-31T08:53:16,
Metallförpackningar,3,2023-11-14T09:12:20,
Pappersförpackningar,5,2023-12-31T09:49:50,
Tidningar,13,,
Plastförpackningar,16,2023-12-19T13:50:01,
Ofärgade glasförpackningar,18,2023-11-06T12:28:47,
Färgade glasförpackningar,19,2023-11-06T12:28:47,
