material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-25T08:23:35,2023-12-28T00:00:00
Metallförpackningar,3,2023-12-07T12:10:49,
Pappersförpackningar,5,2023-12-25T16:29:30,2023-12-28T00:00:00
Tidningar,13,2023-12-06T15:50:22,
Plastförpackningar,16,2023-12-22T15:29:00,2023-12-29T00:00:00
Ofärgade glasförpackningar,18,2023-12-20T15:45:34,
Färgade glasförpackningar,19,2023-12-20T15:45:34,
