material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-27T13:49:33,
Metallförpackningar,3,2023-12-13T13:11:58,
Pappersförpackningar,5,2023-12-28T13:45:11,2023-12-30T00:00:00
Tidningar,13,2022-01-17T10:37:34,
Plastförpackningar,16,2023-12-26T10:11:36,2023-12-29T00:00:00
Ofärgade glasförpackningar,18,2023-12-27T12:18:59,
Färgade glasförpackningar,19,2023-12-27T12:18:59,
