material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-30T09:36:09,
Metallförpackningar,3,2023-12-19T11:54:36,
Pappersförpackningar,5,2023-12-29T18:43:28,
Tidningar,13,2023-12-19T08:58:14,
Plastförpackningar,16,2023-12-28T08:30:04,
Ofärgade glasförpackningar,18,2023-11-13T09:37:37,
Färgade glasförpackningar,19,2023-11-13T09:37:37,
