material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T13:20:59,
Metallförpackningar,3,2023-12-07T09:34:46,
Pappersförpackningar,5,2023-12-29T13:30:05,
Tidningar,13,2022-01-17T13:22:13,
Plastförpackningar,16,2023-12-29T17:28:44,
Ofärgade glasförpackningar,18,2023-12-27T12:45:51,
Färgade glasförpackningar,19,2023-12-27T12:45:51,
