material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-30T09:15:23,
Metallförpackningar,3,2023-12-12T17:15:11,
Pappersförpackningar,5,2023-12-31T13:47:57,
Tidningar,13,2023-12-08T14:16:17,
Plastförpackningar,16,2023-12-31T15:30:52,
Ofärgade glasförpackningar,18,2023-12-27T15:19:24,
Färgade glasförpackningar,19,2023-12-27T15:19:24,
