material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-22T14:21:43,2023-12-26T00:00:00
Metallförpackningar,3,2023-09-20T14:46:57,
Pappersförpackningar,5,2023-12-20T12:55:22,2023-12-26T00:00:00
Tidningar,13,2023-07-17T07:37:13,
Plastförpackningar,16,2023-11-23T07:24:29,2023-12-29T00:00:00
Ofärgade glasförpackningar,18,2023-11-22T08:33:18,
Färgade glasförpackningar,19,2023-11-22T08:33:18,
