material,materialid,senaktivitet,nastaaktivitet
Städning,0,,
Metallförpackningar,3,2023-12-06T11:14:10,
Pappersförpackningar,5,2023-12-31T11:04:02,
Tidningar,13,,
Plastförpackningar,16,2023-12-25T09:00:20,
Ofärgade glasförpackningar,18,2023-11-20T16:06:45,
Färgade glasförpackningar,19,2023-11-20T16:06:45,
