material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-27T14:24:47,
Metallförpackningar,3,2023-12-20T10:05:26,
Pappersförpackningar,5,2023-12-31T06:05:50,2024-05-14T00:00:00
Tidningar,13,,
Plastförpackningar,16,2023-12-28T13:22:35,2024-05-13T00:00:00
Ofärgade glasförpackningar,18,2023-12-15T15:27:09,
Färgade glasförpackningar,19,2023-12-15T15:27:09,
