material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-25T08:59:28,2023-12-29T00:00:00
Metallförpackningar,3,2023-10-05T21:40:44,
Pappersförpackningar,5,2023-12-26T10:02:54,2023-12-28T00:00:00
Tidningar,13,,
Plastförpackningar,16,2023-12-26T10:02:54,2023-12-28T00:00:00
Ofärgade glasförpackningar,18,2023-12-19T17:51:13,
Färgade glasförpackningar,19,2023-12-19T17:51:13,
