material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-28T12:59:11,
Metallförpackningar,3,2023-12-22T11:17:22,
Pappersförpackningar,5,2023-12-29T11:17:02,2024-06-04T00:00:00
Tidningar,13,2023-12-12T10:19:54,
Plastförpackningar,16,2023-12-29T11:17:02,2024-06-07T00:00:00
Ofärgade glasförpackningar,18,2023-12-19T16:35:08,
Färgade glasförpackningar,19,2023-12-29T11:17:02,
