material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-27T16:22:14,
Metallförpackningar,3,2023-12-01T11:24:31,
Pappersförpackningar,5,2023-12-30T10:12:41,
Tidningar,13,,
Plastförpackningar,16,2023-12-26T11:47:41,
Ofärgade glasförpackningar,18,2023-10-24T15:54:16,
Färgade glasförpackningar,19,2023-10-24T15:54:16,
