material,materialid,senaktivitet,nastaaktivitet
Städning,0,,
Metallförpackningar,3,2023-12-19T10:58:53,
Pappersförpackningar,5,2023-12-29T18:20:10,
Tidningar,13,2023-09-12T11:03:24,
Plastförpackningar,16,2023-12-28T08:13:24,
Ofärgade glasförpackningar,18,2023-10-16T08:20:53,
Färgade glasförpackningar,19,2023-10-16T08:20:53,
