material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-31T09:27:27,
Metallförpackningar,3,2023-12-28T08:57:43,
Pappersförpackningar,5,2023-12-31T13:20:30,
Tidningar,13,2023-09-04T14:19:47,
Plastförpackningar,16,2023-12-31T09:15:01,
Ofärgade glasförpackningar,18,2022-02-18T12:52:38,
Färgade glasförpackningar,19,2022-02-18T12:52:38,
