material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T08:40:48,
Metallförpackningar,3,2023-11-28T08:57:52,
Pappersförpackningar,5,2023-12-28T15:55:17,
Tidningar,13,2023-11-09T15:04:22,
Plastförpackningar,16,2023-12-28T15:55:17,
Ofärgade glasförpackningar,18,2022-02-23T19:39:26,
Färgade glasförpackningar,19,2022-02-23T19:39:26,
