material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-28T06:34:19,2023-12-31T00:00:00
Metallförpackningar,3,2023-12-28T15:54:57,
Pappersförpackningar,5,2023-12-29T07:49:25,2023-12-31T00:00:00
Tidningar,13,2023-10-27T10:49:08,
Plastförpackningar,16,2023-12-30T14:33:51,
Ofärgade glasförpackningar,18,2023-12-20T13:58:47,
Färgade glasförpackningar,19,2023-12-20T13:58:47,
