material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-27T08:03:07,2023-12-29T00:00:00
Metallförpackningar,3,2023-12-27T11:13:15,
Pappersförpackningar,5,2023-12-26T14:48:05,2023-12-29T00:00:00
Tidningar,13,,
Plastförpackningar,16,2023-12-25T10:28:56,2023-12-28T00:00:00
Ofärgade glasförpackningar,18,2023-12-18T07:04:19,
Färgade glasförpackningar,19,2023-12-18T07:04:19,
