material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-11-29T12:19:07,2023-12-06T00:00:00
Metallförpackningar,3,2023-11-13T10:05:00,
Pappersförpackningar,5,2023-12-04T20:05:41,2023-12-18T00:00:00
Tidningar,13,2023-11-14T09:44:21,
Plastförpackningar,16,2023-12-04T20:05:41,2023-12-18T00:00:00
Ofärgade glasförpackningar,18,2022-05-03T10:14:51,
Färgade glasförpackningar,19,2022-05-03T10:14:51,
