material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T09:37:31,
Metallförpackningar,3,2023-12-23T10:48:48,
Pappersförpackningar,5,2023-12-30T11:40:56,2023-12-31T00:00:00
Tidningar,13,2023-12-20T06:24:59,
Plastförpackningar,16,2023-12-29T14:50:10,
Ofärgade glasförpackningar,18,2023-12-20T13:05:46,
Färgade glasförpackningar,19,2023-12-20T13:05:46,
