material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T07:31:31,
Metallförpackningar,3,2023-12-11T12:37:03,
Pappersförpackningar,5,2023-12-29T11:53:34,2024-03-29T00:00:00
Tidningar,13,,
Plastförpackningar,16,2023-12-28T10:26:30,
Ofärgade glasförpackningar,18,2023-11-02T09:12:23,
Färgade glasförpackningar,19,2023-11-02T09:12:23,
