material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T15:34:07,
Metallförpackningar,3,2023-11-23T08:06:37,
Pappersförpackningar,5,2023-12-31T12:25:54,2024-06-13T00:00:00
Tidningar,13,,
Plastförpackningar,16,2023-12-31T09:13:59,
Ofärgade glasförpackningar,18,2023-11-15T13:44:12,
Färgade glasförpackningar,19,2023-11-15T13:44:12,
