material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-27T10:08:12,
Metallförpackningar,3,2023-12-19T07:26:25,
Pappersförpackningar,5,2023-12-26T08:03:07,
Tidningar,13,2023-12-26T08:03:07,
Plastförpackningar,16,2023-12-26T08:03:07,2024-05-28T00:00:00
Ofärgade glasförpackningar,18,2023-12-12T08:04:17,
Färgade glasförpackningar,19,2023-12-26T08:03:07,
