material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-25T13:16:06,2023-12-28T00:00:00
Metallförpackningar,3,2023-12-22T09:40:06,
Pappersförpackningar,5,2023-12-25T10:39:44,2023-12-27T00:00:00
Tidningar,13,2023-11-13T14:39:51,
Plastförpackningar,16,2023-12-19T08:38:59,2023-12-26T00:00:00
Ofärgade glasförpackningar,18,2023-11-18T16:26:33,
Färgade glasförpackningar,19,2023-11-18T16:26:33,
