material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-27T14:41:49,2023-12-31T00:00:00
Metallförpackningar,3,2023-12-27T10:36:30,
Pappersförpackningar,5,2023-12-27T11:19:35,2023-12-29T00:00:00
Tidningar,13,2023-12-20T13:52:10,
Plastförpackningar,16,2023-12-21T08:43:26,2023-12-28T00:00:00
Ofärgade glasförpackningar,18,2023-12-18T12:58:28,
Färgade glasförpackningar,19,2023-12-18T12:58:28,
