material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-18T13:09:26,2023-12-25T00:00:00
Metallförpackningar,3,2023-11-14T18:55:08,
Pappersförpackningar,5,2023-12-22T13:56:34,2023-12-23T00:00:00
Tidningar,13,,
Plastförpackningar,16,2023-12-22T13:56:34,2023-12-28T00:00:00
Ofärgade glasförpackningar,18,2023-11-30T09:40:34,
Färgade glasförpackningar,19,2023-11-30T09:40:34,
