material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-19T12:34:34,2023-12-26T00:00:00
Metallförpackningar,3,2023-12-11T09:05:32,
Pappersförpackningar,5,2023-12-18T10:11:47,2023-12-25T00:00:00
Tidningar,13,2023-12-18T10:11:47,
Plastförpackningar,16,2023-12-21T14:15:45,2023-12-25T00:00:00
Ofärgade glasförpackningar,18,2023-12-21T14:15:45,
Färgade glasförpackningar,19,2023-11-06T07:27:53,
