material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-26T15:32:44,
Metallförpackningar,3,2023-12-26T13:54:41,
Pappersförpackningar,5,2023-12-29T10:51:20,
Tidningar,13,2023-12-19T15:20:03,
Plastförpackningar,16,2023-12-25T13:47:12,2024-05-13T00:00:00
Ofärgade glasförpackningar,18,2023-12-15T06:12:49,
Färgade glasförpackningar,19,2023-12-15T06:12:49,
