material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-30T05:55:42,
Metallförpackningar,3,2023-12-10T10:01:07,
Pappersförpackningar,5,2023-12-29T06:26:56,
Tidningar,13,2022-01-06T11:35:17,
Plastförpackningar,16,2023-12-29T07:24:48,
Ofärgade glasförpackningar,18,2023-12-15T08:38:25,
Färgade glasförpackningar,19,2023-12-15T08:38:25,
