material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-28T09:02:21,
Metallförpackningar,3,2023-12-18T20:37:04,
Pappersförpackningar,5,2023-12-31T09:56:41,
Tidningar,13,,
Plastförpackningar,16,2023-12-30T19:46:14,
Ofärgade glasförpackningar,18,2023-12-21T07:09:22,
Färgade glasförpackningar,19,2023-12-21T07:09:22,
