material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-22T10:42:31,2023-12-27T00:00:00
Metallförpackningar,3,2023-12-06T14:35:27,
Pappersförpackningar,5,2023-12-23T12:35:16,2023-12-30T00:00:00
Tidningar,13,,
Plastförpackningar,16,2023-12-25T07:31:56,
Ofärgade glasförpackningar,18,2023-09-18T06:37:17,
Färgade glasförpackningar,19,2023-09-18T06:37:17,
