material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T09:09:36,
Metallförpackningar,3,2023-10-31T09:28:54,
Pappersförpackningar,5,2023-12-20T09:23:18,2024-06-12T00:00:00
Tidningar,13,2023-12-14T11:13:32,
Plastförpackningar,16,2023-12-25T17:44:21,2024-06-10T00:00:00
Ofärgade glasförpackningar,18,,
Färgade glasförpackningar,19,,
