material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-27T10:26:46,
Metallförpackningar,3,2023-12-06T12:08:15,
Pappersförpackningar,5,2023-12-30T12:13:47,
Tidningar,13,2022-12-27T14:43:35,
Plastförpackningar,16,2023-12-28T13:18:26,
Ofärgade glasförpackningar,18,2023-12-23T13:05:29,
Färgade glasförpackningar,19,2023-12-23T13:05:29,
