material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T07:42:15,
Metallförpackningar,3,2023-12-10T08:03:11,
Pappersförpackningar,5,2023-12-27T06:25:49,2024-05-08T00:00:00
Tidningar,13,2022-01-04T07:15:29,
Plastförpackningar,16,2023-12-29T06:39:36,
Ofärgade glasförpackningar,18,2023-11-02T08:13:13,
Färgade glasförpackningar,19,2023-11-02T08:13:13,
