material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T11:14:24,
Metallförpackningar,3,2023-11-29T09:08:07,
Pappersförpackningar,5,2023-12-28T09:43:58,
Tidningar,13,2023-04-12T09:25:29,
Plastförpackningar,16,2023-12-26T10:00:02,2024-06-04T00:00:00
Ofärgade glasförpackningar,18,2023-08-23T07:49:16,
Färgade glasförpackningar,19,2023-08-23T07:49:16,
