material,materialid,senaktivitet,nastaaktivitet
Städning,0,,
Metallförpackningar,3,2023-12-13T09:42:27,
Pappersförpackningar,5,2023-12-26T12:48:13,
Tidningar,13,2023-11-21T07:24:24,
Plastförpackningar,16,2023-12-06T20:01:46,
Ofärgade glasförpackningar,18,2023-10-18T15:12:01,
Färgade glasförpackningar,19,2023-10-18T15:12:01,
