material,materialid,senaktivitet,nastaaktivitet
Städning,0,2009-04-13T10:31:22,
Metallförpackningar,3,,
Pappersförpackningar,5,,
Tidningar,13,2023-05-17T09:14:02,
Plastförpackningar,16,,
Ofärgade glasförpackningar,18,2023-11-05T10:44:54,
Färgade glasförpackningar,19,2023-11-05T10:44:54,
