material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-20T07:53:46,2023-12-29T00:00:00
Metallförpackningar,3,2023-12-07T10:22:50,
Pappersförpackningar,5,2023-12-22T07:51:14,2023-12-25T00:00:00
Tidningar,13,2022-07-13T06:02:14,
Plastförpackningar,16,2023-12-18T08:58:30,
Ofärgade glasförpackningar,18,2023-11-20T08:49:07,
Färgade glasförpackningar,19,2023-11-20T08:49:07,
