material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-26T09:18:11,2023-12-29T00:00:00
Metallförpackningar,3,2023-11-15T14:16:22,2023-12-27T00:00:00
Pappersförpackningar,5,2023-12-26T18:11:26,2023-12-28T00:00:00
Tidningar,13,2023-07-18T11:03:34,
Plastförpackningar,16,2023-12-25T19:59:13,
Ofärgade glasförpackningar,18,2023-12-21T10:34:25,
Färgade glasförpackningar,19,2023-12-21T10:34:25,
