material,materialid,senaktivitet,nastaaktivitet
Städning,0,,
Metallförpackningar,3,2023-12-20T14:09:09,
Pappersförpackningar,5,2023-12-29T12:59:18,
Tidningar,13,2023-12-28T12:35:23,
Plastförpackningar,16,2023-12-29T09:31:04,
Ofärgade glasförpackningar,18,2023-12-22T08:06:45,
Färgade glasförpackningar,19,2023-12-22T08:06:45,
