material,materialid,senaktivitet,nastaaktivitet
Städning,0,,
Metallförpackningar,3,2023-12-12T08:27:56,
Pappersförpackningar,5,2023-12-11T07:53:10,2023-12-18T00:00:00
Tidningar,13,2023-12-12T08:35:56,
Plastförpackningar,16,2023-12-11T18:15:11,2023-12-18T00:00:00
Ofärgade glasförpackningar,18,2023-12-04T12:37:21,
Färgade glasförpackningar,19,2023-12-04T12:37:21,
