material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-27T10:50:50,
Metallförpackningar,3,2023-12-12T11:53:43,
Pappersförpackningar,5,2023-12-30T06:23:24,2024-06-01T00:00:00
Tidningar,13,2023-11-09T11:02:30,
Plastförpackningar,16,2023-12-30T06:23:24,2024-06-01T00:00:00
Ofärgade glasförpackningar,18,2022-12-24T07:31:26,
Färgade glasförpackningar,19,2022-12-24T07:31:26,
