material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-27T16:42:23,2023-12-30T00:00:00
Metallförpackningar,3,2023-12-27T07:44:25,
Pappersförpackningar,5,2023-12-26T07:26:33,2023-12-28T00:00:00
Tidningar,13,,
Plastförpackningar,16,2023-12-26T09:27:39,2023-12-28T00:00:00
Ofärgade glasförpackningar,18,2023-11-08T14:02:44,
Färgade glasförpackningar,19,2023-11-08T14:02:44,
