material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-25T14:27:48,
Metallförpackningar,3,2023-12-19T13:19:00,
Pappersförpackningar,5,2023-12-30T08:47:46,2024-06-17T00:00:00
Tidningar,13,2022-12-30T08:19:37,
Plastförpackningar,16,2023-12-26T13:11:51,
Ofärgade glasförpackningar,18,2023-12-27T14:15:20,
Färgade glasförpackningar,19,2023-12-27T14:15:20,
