material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-31T08:15:19,
Metallförpackningar,3,2023-12-10T12:28:17,
Pappersförpackningar,5,2023-12-31T10:32:00,
Tidningar,13,2023-12-27T13:58:43,
Plastförpackningar,16,2023-12-31T14:22:22,
Ofärgade glasförpackningar,18,2023-12-31T16:42:21,
Färgade glasförpackningar,19,2023-12-31T16:42:21,
