material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-28T06:09:52,2023-12-30T00:00:00
Metallförpackningar,3,2023-12-19T06:51:08,
Pappersförpackningar,5,2023-12-29T07:38:36,2023-12-30T00:00:00
Tidningar,13,2023-11-23T13:34:31,
Plastförpackningar,16,2023-12-29T21:03:27,
Ofärgade glasförpackningar,18,2023-12-26T14:52:46,
Färgade glasförpackningar,19,2023-12-26T14:52:46,
