material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-30T06:52:47,
Metallförpackningar,3,2023-12-26T17:11:41,
Pappersförpackningar,5,2023-12-31T10:09:04,
Tidningar,13,2023-12-21T08:24:48,
Plastförpackningar,16,2023-12-27T10:10:46,
Ofärgade glasförpackningar,18,2023-06-23T09:59:44,
Färgade glasförpackningar,19,2023-06-23T09:59:44,
