material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-27T15:25:58,2023-12-29T00:00:00
Metallförpackningar,3,2023-12-06T11:18:29,
Pappersförpackningar,5,2023-12-26T10:04:24,2023-12-30T00:00:00
Tidningar,13,,
Plastförpackningar,16,2023-12-15T16:00:05,2023-12-28T00:00:00
Ofärgade glasförpackningar,18,2023-11-02T12:59:10,
Färgade glasförpackningar,19,2023-11-02T12:59:10,
