material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-21T07:25:58,
Metallförpackningar,3,2023-12-06T08:39:55,
Pappersförpackningar,5,2023-12-28T12:21:32,2023-12-30T00:00:00
Tidningar,13,2023-12-20T09:00:02,
Plastförpackningar,16,2023-12-28T08:18:17,
Ofärgade glasförpackningar,18,2023-12-20T10:03:50,
Färgade glasförpackningar,19,2023-12-20T10:03:50,
