material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-28T12:45:49,2023-12-31T00:00:00
Metallförpackningar,3,2023-12-28T12:36:57,
Pappersförpackningar,5,2023-12-25T08:49:15,2023-12-30T00:00:00
Tidningar,13,2023-12-19T14:00:09,
Plastförpackningar,16,2023-12-27T09:03:29,
Ofärgade glasförpackningar,18,2023-12-28T12:14:57,
Färgade glasförpackningar,19,2023-12-28T12:14:57,
